Report Date,Crime Category,count
2014-04-27,Robbery,8
2014-04-28,Agg Assault,9
2014-04-28,Auto Theft,8
2014-04-28,Burglary,14
2014-04-28,Larceny-From Vehicle,23
2014-04-28,Larceny-Non Vehicle,27
2014-04-28,Robbery,6
2014-04-29,Agg Assault,8
2014-04-29,Auto Theft,5
2014-04-29,Burglary,17
2014-04-29,Homicide,1
2014-04-29,Larceny-From Vehicle,18
2014-04-29,Larceny-Non Vehicle,23
2014-04-29,Robbery,5
2014-04-30,Agg Assault,10
2014-04-30,Auto Theft,6
2014-04-30,Burglary,19
2014-04-30,Larceny-From Vehicle,26
2014-04-30,Larceny-Non Vehicle,18
2014-04-30,Robbery,7
2014-05-01,Agg Assault,7
2014-05-01,Auto Theft,8
2014-05-01,Burglary,14
2014-05-01,Larceny-From Vehicle,18
2014-05-01,Larceny-Non Vehicle,20
2014-05-01,Robbery,5
2014-05-02,Agg Assault,2
2014-05-02,Auto Theft,5
2014-05-02,Burglary,6
2014-05-02,Larceny-From Vehicle,27
2014-05-02,Larceny-Non Vehicle,19
2014-05-02,Robbery,6
2014-05-03,Agg Assault,5
2014-05-03,Auto Theft,9
2014-05-03,Burglary,14
2014-05-03,Larceny-From Vehicle,28
2014-05-03,Larceny-Non Vehicle,12
2014-05-03,Robbery,9
2014-05-04,Agg Assault,7
2014-05-04,Auto Theft,9
2014-05-04,Burglary,9
2014-05-04,Larceny-From Vehicle,27
2014-05-04,Larceny-Non Vehicle,18
2014-05-04,Robbery,8
2014-05-05,Agg Assault,9
2014-05-05,Auto Theft,8
2014-05-05,Burglary,10
2014-05-05,Homicide,1
2014-05-05,Larceny-From Vehicle,32
2014-05-05,Larceny-Non Vehicle,22
2014-05-05,Robbery,5
2014-05-06,Agg Assault,8
2014-05-06,Auto Theft,8
2014-05-06,Burglary,11
2014-05-06,Larceny-From Vehicle,30
2014-05-06,Larceny-Non Vehicle,17
2014-05-06,Robbery,9
2014-05-07,Agg Assault,9
2014-05-07,Auto Theft,7
2014-05-07,Burglary,14
2014-05-07,Larceny-From Vehicle,26
2014-05-07,Larceny-Non Vehicle,22
2014-05-07,Robbery,8
2014-05-08,Agg Assault,5
2014-05-08,Auto Theft,12
2014-05-08,Burglary,18
2014-05-08,Larceny-From Vehicle,19
2014-05-08,Larceny-Non Vehicle,26
2014-05-08,Robbery,6
2014-05-09,Auto Theft,8
2014-05-09,Burglary,16
2014-05-09,Larceny-From Vehicle,21
2014-05-09,Larceny-Non Vehicle,23
2014-05-09,Robbery,6
2014-05-10,Agg Assault,7
2014-05-10,Auto Theft,15
2014-05-10,Burglary,14
2014-05-10,Larceny-From Vehicle,30
2014-05-10,Larceny-Non Vehicle,21
2014-05-10,Robbery,6
2014-05-11,Agg Assault,7
2014-05-11,Auto Theft,9
2014-05-11,Burglary,10
2014-05-11,Larceny-From Vehicle,28
2014-05-11,Larceny-Non Vehicle,13
2014-05-11,Robbery,10
2014-05-12,Agg Assault,3
2014-05-12,Auto Theft,12
2014-05-12,Burglary,19
2014-05-12,Larceny-From Vehicle,26
2014-05-12,Larceny-Non Vehicle,22
2014-05-12,Robbery,11
2014-05-13,Agg Assault,5
2014-05-13,Auto Theft,5
2014-05-13,Burglary,16
2014-05-13,Larceny-From Vehicle,23
2014-05-13,Larceny-Non Vehicle,20
2014-05-13,Robbery,4
2014-05-14,Agg Assault,9
2014-05-14,Auto Theft,19
2014-05-14,Burglary,15
2014-05-14,Larceny-From Vehicle,32
2014-05-14,Larceny-Non Vehicle,18
2014-05-14,Robbery,3
2014-05-15,Agg Assault,6
2014-05-15,Auto Theft,8
2014-05-15,Burglary,19
2014-05-15,Larceny-From Vehicle,25
2014-05-15,Larceny-Non Vehicle,16
2014-05-15,Robbery,4
2014-05-16,Agg Assault,2
2014-05-16,Auto Theft,6
2014-05-16,Burglary,10
2014-05-16,Larceny-From Vehicle,32
2014-05-16,Larceny-Non Vehicle,21
2014-05-16,Robbery,7
2014-05-17,Agg Assault,7
2014-05-17,Auto Theft,11
2014-05-17,Burglary,6
2014-05-17,Larceny-From Vehicle,22
2014-05-17,Larceny-Non Vehicle,14
2014-05-17,Robbery,6
2014-05-18,Agg Assault,3
2014-05-18,Auto Theft,6
2014-05-18,Burglary,6
2014-05-18,Larceny-From Vehicle,24
2014-05-18,Larceny-Non Vehicle,15
2014-05-18,Robbery,10
2014-05-19,Agg Assault,2
2014-05-19,Auto Theft,13
2014-05-19,Burglary,21
2014-05-19,Larceny-From Vehicle,27
2014-05-19,Larceny-Non Vehicle,23
2014-05-19,Robbery,7
2014-05-20,Agg Assault,5
2014-05-20,Auto Theft,12
2014-05-20,Burglary,14
2014-05-20,Homicide,1
2014-05-20,Larceny-From Vehicle,25
2014-05-20,Larceny-Non Vehicle,17
2014-05-20,Robbery,4
2014-05-21,Agg Assault,3
2014-05-21,Auto Theft,10
2014-05-21,Burglary,12
2014-05-21,Homicide,1
2014-05-21,Larceny-From Vehicle,24
2014-05-21,Larceny-Non Vehicle,13
2014-05-21,Robbery,7
2014-05-22,Agg Assault,10
2014-05-22,Auto Theft,8
2014-05-22,Burglary,16
2014-05-22,Larceny-From Vehicle,22
2014-05-22,Larceny-Non Vehicle,16
2014-05-22,Robbery,2
2014-05-23,Agg Assault,4
2014-05-23,Auto Theft,13
2014-05-23,Burglary,14
2014-05-23,Larceny-From Vehicle,15
2014-05-23,Larceny-Non Vehicle,22
2014-05-23,Robbery,4
2014-05-24,Agg Assault,10
2014-05-24,Auto Theft,9
2014-05-24,Burglary,12
2014-05-24,Larceny-From Vehicle,33
2014-05-24,Larceny-Non Vehicle,15
2014-05-24,Robbery,10
2014-05-25,Agg Assault,13
2014-05-25,Auto Theft,10
2014-05-25,Burglary,7
2014-05-25,Larceny-From Vehicle,29
2014-05-25,Larceny-Non Vehicle,14
2014-05-25,Robbery,8
2014-05-26,Agg Assault,7
2014-05-26,Auto Theft,6
2014-05-26,Burglary,14
2014-05-26,Larceny-From Vehicle,26
2014-05-26,Larceny-Non Vehicle,10
2014-05-26,Robbery,5
2014-05-27,Agg Assault,6
2014-05-27,Auto Theft,24
2014-05-27,Burglary,18
2014-05-27,Homicide,1
2014-05-27,Larceny-From Vehicle,20
2014-05-27,Larceny-Non Vehicle,25
2014-05-27,Robbery,4
2014-05-28,Agg Assault,4
2014-05-28,Auto Theft,14
2014-05-28,Burglary,16
2014-05-28,Larceny-From Vehicle,26
2014-05-28,Larceny-Non Vehicle,19
2014-05-28,Robbery,6
2014-05-29,Agg Assault,13
2014-05-29,Auto Theft,16
2014-05-29,Burglary,18
2014-05-29,Larceny-From Vehicle,28
2014-05-29,Larceny-Non Vehicle,23
2014-05-29,Robbery,5
2014-05-30,Agg Assault,5
2014-05-30,Auto Theft,7
2014-05-30,Burglary,20
2014-05-30,Larceny-From Vehicle,18
2014-05-30,Larceny-Non Vehicle,20
2014-05-30,Robbery,6
2014-05-31,Agg Assault,7
2014-05-31,Auto Theft,9
2014-05-31,Burglary,8
2014-05-31,Larceny-From Vehicle,24
2014-05-31,Larceny-Non Vehicle,31
2014-05-31,Robbery,8
2014-06-01,Agg Assault,7
2014-06-01,Auto Theft,14
2014-06-01,Burglary,9
2014-06-01,Larceny-From Vehicle,22
2014-06-01,Larceny-Non Vehicle,10
2014-06-01,Robbery,7
2014-06-02,Agg Assault,6
2014-06-02,Auto Theft,14
2014-06-02,Burglary,23
2014-06-02,Larceny-From Vehicle,36
2014-06-02,Larceny-Non Vehicle,19
2014-06-02,Robbery,4
2014-06-03,Agg Assault,2
2014-06-03,Auto Theft,12
2014-06-03,Burglary,18
2014-06-03,Homicide,1
2014-06-03,Larceny-From Vehicle,29
2014-06-03,Larceny-Non Vehicle,15
2014-06-03,Robbery,6
2014-06-04,Agg Assault,5
2014-06-04,Auto Theft,9
2014-06-04,Burglary,14
2014-06-04,Homicide,1
2014-06-04,Larceny-From Vehicle,22
2014-06-04,Larceny-Non Vehicle,19
2014-06-04,Robbery,3
2014-06-05,Agg Assault,5
2014-06-05,Auto Theft,9
2014-06-05,Burglary,13
2014-06-05,Homicide,1
2014-06-05,Larceny-From Vehicle,26
2014-06-05,Larceny-Non Vehicle,18
2014-06-05,Robbery,6
2014-06-06,Agg Assault,4
2014-06-06,Auto Theft,14
2014-06-06,Burglary,10
2014-06-06,Larceny-From Vehicle,28
2014-06-06,Larceny-Non Vehicle,19
2014-06-06,Robbery,4
2014-06-07,Agg Assault,6
2014-06-07,Auto Theft,11
2014-06-07,Burglary,20
2014-06-07,Larceny-From Vehicle,31
2014-06-07,Larceny-Non Vehicle,25
2014-06-07,Robbery,4
2014-06-08,Agg Assault,5
2014-06-08,Auto Theft,19
2014-06-08,Burglary,10
2014-06-08,Larceny-From Vehicle,37
2014-06-08,Larceny-Non Vehicle,17
2014-06-08,Robbery,6
2014-06-09,Agg Assault,8
2014-06-09,Auto Theft,16
2014-06-09,Burglary,26
2014-06-09,Larceny-From Vehicle,34
2014-06-09,Larceny-Non Vehicle,25
2014-06-09,Robbery,7
2014-06-10,Agg Assault,12
2014-06-10,Auto Theft,7
2014-06-10,Burglary,15
2014-06-10,Homicide,1
2014-06-10,Larceny-From Vehicle,38
2014-06-10,Larceny-Non Vehicle,16
2014-06-10,Robbery,10
2014-06-11,Agg Assault,3
2014-06-11,Auto Theft,6
2014-06-11,Burglary,14
2014-06-11,Larceny-From Vehicle,41
2014-06-11,Larceny-Non Vehicle,24
2014-06-11,Robbery,3
2014-06-12,Agg Assault,8
2014-06-12,Auto Theft,9
2014-06-12,Burglary,16
2014-06-12,Larceny-From Vehicle,24
2014-06-12,Larceny-Non Vehicle,18
2014-06-12,Robbery,10
2014-06-13,Agg Assault,5
2014-06-13,Auto Theft,10
2014-06-13,Burglary,21
2014-06-13,Homicide,1
2014-06-13,Larceny-From Vehicle,29
2014-06-13,Larceny-Non Vehicle,28
2014-06-13,Robbery,6
2014-06-14,Agg Assault,4
2014-06-14,Auto Theft,9
2014-06-14,Burglary,18
2014-06-14,Larceny-From Vehicle,44
2014-06-14,Larceny-Non Vehicle,18
2014-06-14,Robbery,6
2014-06-15,Agg Assault,10
2014-06-15,Auto Theft,24
2014-06-15,Burglary,12
2014-06-15,Homicide,2
2014-06-15,Larceny-From Vehicle,29
2014-06-15,Larceny-Non Vehicle,16
2014-06-15,Robbery,12
2014-06-16,Agg Assault,2
2014-06-16,Auto Theft,10
2014-06-16,Burglary,14
2014-06-16,Homicide,1
2014-06-16,Larceny-From Vehicle,32
2014-06-16,Larceny-Non Vehicle,21
2014-06-16,Robbery,6
2014-06-17,Agg Assault,9
2014-06-17,Auto Theft,10
2014-06-17,Burglary,12
2014-06-17,Larceny-From Vehicle,48
2014-06-17,Larceny-Non Vehicle,17
2014-06-17,Robbery,8
2014-06-18,Agg Assault,8
2014-06-18,Auto Theft,11
2014-06-18,Burglary,18
2014-06-18,Homicide,1
2014-06-18,Larceny-From Vehicle,24
2014-06-18,Larceny-Non Vehicle,21
2014-06-18,Robbery,3
2014-06-19,Agg Assault,4
2014-06-19,Auto Theft,14
2014-06-19,Burglary,18
2014-06-19,Larceny-From Vehicle,28
2014-06-19,Larceny-Non Vehicle,25
2014-06-19,Robbery,11
2014-06-20,Agg Assault,7
2014-06-20,Auto Theft,5
2014-06-20,Burglary,12
2014-06-20,Homicide,1
2014-06-20,Larceny-From Vehicle,32
2014-06-20,Larceny-Non Vehicle,28
2014-06-20,Robbery,4
2014-06-21,Agg Assault,10
2014-06-21,Auto Theft,14
2014-06-21,Burglary,10
2014-06-21,Larceny-From Vehicle,23
2014-06-21,Larceny-Non Vehicle,18
2014-06-21,Robbery,7
2014-06-22,Agg Assault,3
2014-06-22,Auto Theft,9
2014-06-22,Burglary,20
2014-06-22,Homicide,1
2014-06-22,Larceny-From Vehicle,23
2014-06-22,Larceny-Non Vehicle,24
2014-06-22,Robbery,13
2014-06-23,Agg Assault,2
2014-06-23,Auto Theft,16
2014-06-23,Burglary,23
2014-06-23,Larceny-From Vehicle,25
2014-06-23,Larceny-Non Vehicle,16
2014-06-23,Robbery,7
2014-06-24,Agg Assault,6
2014-06-24,Auto Theft,13
2014-06-24,Burglary,14
2014-06-24,Homicide,1
2014-06-24,Larceny-From Vehicle,37
2014-06-24,Larceny-Non Vehicle,19
2014-06-24,Robbery,5
2014-06-25,Agg Assault,4
2014-06-25,Auto Theft,8
2014-06-25,Burglary,13
2014-06-25,Larceny-From Vehicle,22
2014-06-25,Larceny-Non Vehicle,20
2014-06-25,Robbery,7
2014-06-26,Agg Assault,6
2014-06-26,Auto Theft,16
2014-06-26,Burglary,10
2014-06-26,Larceny-From Vehicle,41
2014-06-26,Larceny-Non Vehicle,27
2014-06-26,Robbery,4
2014-06-27,Agg Assault,13
2014-06-27,Auto Theft,8
2014-06-27,Burglary,6
2014-06-27,Larceny-From Vehicle,23
2014-06-27,Larceny-Non Vehicle,20
2014-06-27,Robbery,6
2014-06-28,Agg Assault,6
2014-06-28,Auto Theft,9
2014-06-28,Burglary,12
2014-06-28,Larceny-From Vehicle,35
2014-06-28,Larceny-Non Vehicle,29
2014-06-28,Robbery,4
2014-06-29,Agg Assault,5
2014-06-29,Auto Theft,14
2014-06-29,Burglary,17
2014-06-29,Larceny-From Vehicle,29
2014-06-29,Larceny-Non Vehicle,12
2014-06-29,Robbery,4
2014-06-30,Agg Assault,10
2014-06-30,Auto Theft,24
2014-06-30,Burglary,17
2014-06-30,Larceny-From Vehicle,30
2014-06-30,Larceny-Non Vehicle,25
2014-06-30,Robbery,5
2014-07-01,Agg Assault,8
2014-07-01,Auto Theft,11
2014-07-01,Burglary,23
2014-07-01,Homicide,1
2014-07-01,Larceny-From Vehicle,31
2014-07-01,Larceny-Non Vehicle,21
2014-07-01,Robbery,7
2014-07-02,Agg Assault,9
2014-07-02,Auto Theft,9
2014-07-02,Burglary,19
2014-07-02,Homicide,1
2014-07-02,Larceny-From Vehicle,28
2014-07-02,Larceny-Non Vehicle,22
2014-07-02,Robbery,11
2014-07-03,Agg Assault,4
2014-07-03,Auto Theft,19
2014-07-03,Burglary,14
2014-07-03,Homicide,1
2014-07-03,Larceny-From Vehicle,26
2014-07-03,Larceny-Non Vehicle,20
2014-07-03,Robbery,4
2014-07-04,Agg Assault,9
2014-07-04,Auto Theft,15
2014-07-04,Burglary,6
2014-07-04,Homicide,1
2014-07-04,Larceny-From Vehicle,24
2014-07-04,Larceny-Non Vehicle,12
2014-07-04,Robbery,6
2014-07-05,Agg Assault,10
2014-07-05,Auto Theft,11
2014-07-05,Burglary,10
2014-07-05,Larceny-From Vehicle,19
2014-07-05,Larceny-Non Vehicle,19
2014-07-05,Robbery,6
2014-07-06,Agg Assault,13
2014-07-06,Auto Theft,15
2014-07-06,Burglary,16
2014-07-06,Larceny-From Vehicle,28
2014-07-06,Larceny-Non Vehicle,18
2014-07-06,Robbery,9
2014-07-07,Agg Assault,9
2014-07-07,Auto Theft,18
2014-07-07,Burglary,15
2014-07-07,Larceny-From Vehicle,38
2014-07-07,Larceny-Non Vehicle,19
2014-07-07,Robbery,6
2014-07-08,Agg Assault,8
2014-07-08,Auto Theft,12
2014-07-08,Burglary,30
2014-07-08,Larceny-From Vehicle,17
2014-07-08,Larceny-Non Vehicle,16
2014-07-08,Robbery,11
2014-07-09,Agg Assault,4
2014-07-09,Auto Theft,14
2014-07-09,Burglary,12
2014-07-09,Larceny-From Vehicle,28
2014-07-09,Larceny-Non Vehicle,18
2014-07-09,Robbery,8
2014-07-10,Agg Assault,7
2014-07-10,Auto Theft,15
2014-07-10,Burglary,12
2014-07-10,Larceny-From Vehicle,25
2014-07-10,Larceny-Non Vehicle,21
2014-07-10,Robbery,5
2014-07-11,Agg Assault,8
2014-07-11,Auto Theft,20
2014-07-11,Burglary,14
2014-07-11,Larceny-From Vehicle,31
2014-07-11,Larceny-Non Vehicle,19
2014-07-11,Robbery,4
2014-07-12,Agg Assault,14
2014-07-12,Auto Theft,10
2014-07-12,Burglary,19
2014-07-12,Homicide,1
2014-07-12,Larceny-From Vehicle,27
2014-07-12,Larceny-Non Vehicle,26
2014-07-12,Robbery,7
2014-07-13,Agg Assault,5
2014-07-13,Auto Theft,24
2014-07-13,Burglary,17
2014-07-13,Larceny-From Vehicle,30
2014-07-13,Larceny-Non Vehicle,14
2014-07-13,Robbery,10
2014-07-14,Agg Assault,5
2014-07-14,Auto Theft,17
2014-07-14,Burglary,20
2014-07-14,Homicide,1
2014-07-14,Larceny-From Vehicle,38
2014-07-14,Larceny-Non Vehicle,20
2014-07-14,Robbery,6
2014-07-15,Agg Assault,14
2014-07-15,Auto Theft,23
2014-07-15,Burglary,12
2014-07-15,Homicide,1
2014-07-15,Larceny-From Vehicle,37
2014-07-15,Larceny-Non Vehicle,21
2014-07-15,Robbery,13
2014-07-16,Agg Assault,8
2014-07-16,Auto Theft,31
2014-07-16,Burglary,8
2014-07-16,Homicide,1
2014-07-16,Larceny-From Vehicle,35
2014-07-16,Larceny-Non Vehicle,23
2014-07-16,Robbery,12
2014-07-17,Agg Assault,5
2014-07-17,Auto Theft,12
2014-07-17,Burglary,11
2014-07-17,Larceny-From Vehicle,22
2014-07-17,Larceny-Non Vehicle,21
2014-07-17,Robbery,7
2014-07-18,Agg Assault,7
2014-07-18,Auto Theft,11
2014-07-18,Burglary,14
2014-07-18,Larceny-From Vehicle,27
2014-07-18,Larceny-Non Vehicle,23
2014-07-18,Robbery,5
2014-07-19,Agg Assault,8
2014-07-19,Auto Theft,11
2014-07-19,Burglary,19
2014-07-19,Larceny-From Vehicle,24
2014-07-19,Larceny-Non Vehicle,18
2014-07-19,Robbery,6
2014-07-20,Agg Assault,5
2014-07-20,Auto Theft,10
2014-07-20,Burglary,15
2014-07-20,Larceny-From Vehicle,27
2014-07-20,Larceny-Non Vehicle,13
2014-07-20,Robbery,12
2014-07-21,Agg Assault,3
2014-07-21,Auto Theft,16
2014-07-21,Burglary,14
2014-07-21,Larceny-From Vehicle,33
2014-07-21,Larceny-Non Vehicle,27
2014-07-21,Robbery,6
2014-07-22,Agg Assault,2
2014-07-22,Auto Theft,14
2014-07-22,Burglary,14
2014-07-22,Larceny-From Vehicle,34
2014-07-22,Larceny-Non Vehicle,28
2014-07-22,Robbery,15
2014-07-23,Agg Assault,5
2014-07-23,Auto Theft,12
2014-07-23,Burglary,14
2014-07-23,Larceny-From Vehicle,35
2014-07-23,Larceny-Non Vehicle,18
2014-07-23,Robbery,2
2014-07-24,Agg Assault,3
2014-07-24,Auto Theft,15
2014-07-24,Burglary,18
2014-07-24,Larceny-From Vehicle,34
2014-07-24,Larceny-Non Vehicle,17
2014-07-24,Robbery,14
2014-07-25,Agg Assault,9
2014-07-25,Auto Theft,9
2014-07-25,Burglary,21
2014-07-25,Larceny-From Vehicle,24
2014-07-25,Larceny-Non Vehicle,26
2014-07-25,Robbery,5
2014-07-26,Agg Assault,5
2014-07-26,Auto Theft,20
2014-07-26,Burglary,14
2014-07-26,Homicide,1
2014-07-26,Larceny-From Vehicle,22
2014-07-26,Larceny-Non Vehicle,22
2014-07-26,Robbery,3
2014-07-27,Agg Assault,3
2014-07-27,Auto Theft,15
2014-07-27,Burglary,12
2014-07-27,Homicide,1
2014-07-27,Larceny-From Vehicle,35
2014-07-27,Larceny-Non Vehicle,11
2014-07-27,Robbery,10
2014-07-28,Agg Assault,3
2014-07-28,Auto Theft,21
2014-07-28,Burglary,12
2014-07-28,Larceny-From Vehicle,23
2014-07-28,Larceny-Non Vehicle,25
2014-07-28,Robbery,7
2014-07-29,Agg Assault,9
2014-07-29,Auto Theft,12
2014-07-29,Burglary,10
2014-07-29,Larceny-From Vehicle,19
2014-07-29,Larceny-Non Vehicle,20
2014-07-29,Robbery,5
2014-07-30,Agg Assault,1
2014-07-30,Auto Theft,8
2014-07-30,Burglary,16
2014-07-30,Larceny-From Vehicle,20
2014-07-30,Larceny-Non Vehicle,26
2014-07-30,Robbery,6
2014-07-31,Agg Assault,8
2014-07-31,Auto Theft,11
2014-07-31,Burglary,17
2014-07-31,Larceny-From Vehicle,26
2014-07-31,Larceny-Non Vehicle,25
2014-07-31,Robbery,8
2014-08-01,Agg Assault,12
2014-08-01,Auto Theft,8
2014-08-01,Burglary,12
2014-08-01,Larceny-From Vehicle,31
2014-08-01,Larceny-Non Vehicle,16
2014-08-01,Robbery,5
2014-08-02,Agg Assault,9
2014-08-02,Auto Theft,10
2014-08-02,Burglary,17
2014-08-02,Larceny-From Vehicle,35
2014-08-02,Larceny-Non Vehicle,20
2014-08-02,Robbery,6
2014-08-03,Agg Assault,8
2014-08-03,Auto Theft,6
2014-08-03,Burglary,17
2014-08-03,Larceny-From Vehicle,24
2014-08-03,Larceny-Non Vehicle,19
2014-08-03,Robbery,2
2014-08-04,Agg Assault,6
2014-08-04,Auto Theft,15
2014-08-04,Burglary,15
2014-08-04,Larceny-From Vehicle,27
2014-08-04,Larceny-Non Vehicle,30
2014-08-04,Robbery,7
2014-08-05,Agg Assault,7
2014-08-05,Auto Theft,8
2014-08-05,Burglary,14
2014-08-05,Larceny-From Vehicle,21
2014-08-05,Larceny-Non Vehicle,22
2014-08-05,Robbery,5
2014-08-06,Agg Assault,4
2014-08-06,Auto Theft,6
2014-08-06,Burglary,18
2014-08-06,Homicide,1
2014-08-06,Larceny-From Vehicle,19
2014-08-06,Larceny-Non Vehicle,26
2014-08-06,Robbery,9
2014-08-07,Agg Assault,8
2014-08-07,Auto Theft,12
2014-08-07,Burglary,16
2014-08-07,Larceny-From Vehicle,19
2014-08-07,Larceny-Non Vehicle,16
2014-08-07,Robbery,5
2014-08-08,Agg Assault,4
2014-08-08,Auto Theft,5
2014-08-08,Burglary,20
2014-08-08,Larceny-From Vehicle,28
2014-08-08,Larceny-Non Vehicle,15
2014-08-08,Robbery,3
2014-08-09,Agg Assault,9
2014-08-09,Auto Theft,7
2014-08-09,Burglary,15
2014-08-09,Larceny-From Vehicle,26
2014-08-09,Larceny-Non Vehicle,31
2014-08-09,Robbery,7
2014-08-10,Agg Assault,4
2014-08-10,Auto Theft,15
2014-08-10,Burglary,10
2014-08-10,Larceny-From Vehicle,30
2014-08-10,Larceny-Non Vehicle,8
2014-08-10,Robbery,6
2014-08-11,Agg Assault,11
2014-08-11,Auto Theft,7
2014-08-11,Burglary,19
2014-08-11,Homicide,1
2014-08-11,Larceny-From Vehicle,30
2014-08-11,Larceny-Non Vehicle,28
2014-08-11,Robbery,4
2014-08-12,Agg Assault,8
2014-08-12,Auto Theft,9
2014-08-12,Burglary,16
2014-08-12,Homicide,1
2014-08-12,Larceny-From Vehicle,32
2014-08-12,Larceny-Non Vehicle,26
2014-08-12,Robbery,5
2014-08-13,Agg Assault,5
2014-08-13,Auto Theft,13
2014-08-13,Burglary,16
2014-08-13,Larceny-From Vehicle,27
2014-08-13,Larceny-Non Vehicle,25
2014-08-13,Robbery,7
2014-08-14,Agg Assault,16
2014-08-14,Auto Theft,3
2014-08-14,Burglary,15
2014-08-14,Larceny-From Vehicle,30
2014-08-14,Larceny-Non Vehicle,19
2014-08-14,Robbery,15
2014-08-15,Agg Assault,3
2014-08-15,Auto Theft,10
2014-08-15,Burglary,18
2014-08-15,Homicide,1
2014-08-15,Larceny-From Vehicle,19
2014-08-15,Larceny-Non Vehicle,23
2014-08-15,Robbery,8
2014-08-16,Agg Assault,14
2014-08-16,Auto Theft,15
2014-08-16,Burglary,10
2014-08-16,Larceny-From Vehicle,17
2014-08-16,Larceny-Non Vehicle,14
2014-08-16,Robbery,6
2014-08-17,Agg Assault,14
2014-08-17,Auto Theft,13
2014-08-17,Burglary,14
2014-08-17,Larceny-From Vehicle,22
2014-08-17,Larceny-Non Vehicle,18
2014-08-17,Robbery,5
2014-08-18,Agg Assault,5
2014-08-18,Auto Theft,10
2014-08-18,Burglary,19
2014-08-18,Larceny-From Vehicle,26
2014-08-18,Larceny-Non Vehicle,28
2014-08-18,Robbery,7
2014-08-19,Agg Assault,5
2014-08-19,Auto Theft,10
2014-08-19,Burglary,12
2014-08-19,Larceny-From Vehicle,32
2014-08-19,Larceny-Non Vehicle,16
2014-08-19,Robbery,5
2014-08-20,Agg Assault,8
2014-08-20,Auto Theft,12
2014-08-20,Burglary,12
2014-08-20,Larceny-From Vehicle,32
2014-08-20,Larceny-Non Vehicle,27
2014-08-20,Robbery,7
2014-08-21,Agg Assault,6
2014-08-21,Auto Theft,9
2014-08-21,Burglary,16
2014-08-21,Larceny-From Vehicle,29
2014-08-21,Larceny-Non Vehicle,27
2014-08-21,Robbery,6
2014-08-22,Agg Assault,8
2014-08-22,Auto Theft,13
2014-08-22,Burglary,16
2014-08-22,Larceny-From Vehicle,26
2014-08-22,Larceny-Non Vehicle,33
2014-08-22,Robbery,7
2014-08-23,Agg Assault,8
2014-08-23,Auto Theft,12
2014-08-23,Burglary,9
2014-08-23,Homicide,1
2014-08-23,Larceny-From Vehicle,28
2014-08-23,Larceny-Non Vehicle,22
2014-08-23,Robbery,10
2014-08-24,Agg Assault,3
2014-08-24,Auto Theft,13
2014-08-24,Burglary,12
2014-08-24,Larceny-From Vehicle,23
2014-08-24,Larceny-Non Vehicle,17
2014-08-24,Robbery,7
2014-08-25,Agg Assault,5
2014-08-25,Auto Theft,14
2014-08-25,Burglary,17
2014-08-25,Homicide,1
2014-08-25,Larceny-From Vehicle,32
2014-08-25,Larceny-Non Vehicle,18
2014-08-25,Robbery,3
2014-08-26,Agg Assault,10
2014-08-26,Auto Theft,12
2014-08-26,Burglary,23
2014-08-26,Larceny-From Vehicle,24
2014-08-26,Larceny-Non Vehicle,30
2014-08-26,Robbery,6
2014-08-27,Agg Assault,7
2014-08-27,Auto Theft,6
2014-08-27,Burglary,11
2014-08-27,Larceny-From Vehicle,21
2014-08-27,Larceny-Non Vehicle,13
2014-08-27,Robbery,6
2014-08-28,Agg Assault,9
2014-08-28,Auto Theft,8
2014-08-28,Burglary,16
2014-08-28,Larceny-From Vehicle,29
2014-08-28,Larceny-Non Vehicle,25
2014-08-28,Robbery,5
2014-08-29,Agg Assault,9
2014-08-29,Auto Theft,6
2014-08-29,Burglary,14
2014-08-29,Larceny-From Vehicle,18
2014-08-29,Larceny-Non Vehicle,32
2014-08-29,Robbery,6
2014-08-30,Agg Assault,5
2014-08-30,Auto Theft,12
2014-08-30,Burglary,6
2014-08-30,Homicide,1
2014-08-30,Larceny-From Vehicle,35
2014-08-30,Larceny-Non Vehicle,15
2014-08-30,Robbery,11
2014-08-31,Agg Assault,2
2014-08-31,Auto Theft,14
2014-08-31,Burglary,15
2014-08-31,Homicide,1
2014-08-31,Larceny-From Vehicle,34
2014-08-31,Larceny-Non Vehicle,20
2014-08-31,Robbery,10
2014-09-01,Agg Assault,11
2014-09-01,Auto Theft,12
2014-09-01,Burglary,8
2014-09-01,Larceny-From Vehicle,32
2014-09-01,Larceny-Non Vehicle,16
2014-09-01,Robbery,7
2014-09-02,Agg Assault,7
2014-09-02,Auto Theft,9
2014-09-02,Burglary,25
2014-09-02,Homicide,1
2014-09-02,Larceny-From Vehicle,23
2014-09-02,Larceny-Non Vehicle,25
2014-09-02,Robbery,8
2014-09-03,Agg Assault,8
2014-09-03,Auto Theft,4
2014-09-03,Burglary,15
2014-09-03,Larceny-From Vehicle,33
2014-09-03,Larceny-Non Vehicle,18
2014-09-03,Robbery,6
2014-09-04,Agg Assault,11
2014-09-04,Auto Theft,7
2014-09-04,Burglary,16
2014-09-04,Larceny-From Vehicle,31
2014-09-04,Larceny-Non Vehicle,25
2014-09-04,Robbery,9
2014-09-05,Agg Assault,3
2014-09-05,Auto Theft,5
2014-09-05,Burglary,15
2014-09-05,Homicide,1
2014-09-05,Larceny-From Vehicle,17
2014-09-05,Larceny-Non Vehicle,16
