Report Date,Crime Category,count
2014-09-05,Robbery,12
2014-09-06,Agg Assault,9
2014-09-06,Auto Theft,13
2014-09-06,Burglary,9
2014-09-06,Homicide,1
2014-09-06,Larceny-From Vehicle,33
2014-09-06,Larceny-Non Vehicle,16
2014-09-06,Robbery,16
2014-09-07,Agg Assault,5
2014-09-07,Auto Theft,13
2014-09-07,Burglary,15
2014-09-07,Homicide,1
2014-09-07,Larceny-From Vehicle,33
2014-09-07,Larceny-Non Vehicle,12
2014-09-07,Robbery,6
2014-09-08,Agg Assault,3
2014-09-08,Auto Theft,18
2014-09-08,Burglary,23
2014-09-08,Larceny-From Vehicle,33
2014-09-08,Larceny-Non Vehicle,28
2014-09-08,Robbery,9
2014-09-09,Agg Assault,8
2014-09-09,Auto Theft,7
2014-09-09,Burglary,18
2014-09-09,Larceny-From Vehicle,30
2014-09-09,Larceny-Non Vehicle,22
2014-09-09,Robbery,9
2014-09-10,Agg Assault,8
2014-09-10,Auto Theft,14
2014-09-10,Burglary,19
2014-09-10,Larceny-From Vehicle,22
2014-09-10,Larceny-Non Vehicle,29
2014-09-10,Robbery,9
2014-09-11,Agg Assault,8
2014-09-11,Auto Theft,9
2014-09-11,Burglary,17
2014-09-11,Larceny-From Vehicle,25
2014-09-11,Larceny-Non Vehicle,19
2014-09-11,Robbery,6
2014-09-12,Agg Assault,5
2014-09-12,Auto Theft,8
2014-09-12,Burglary,8
2014-09-12,Larceny-From Vehicle,25
2014-09-12,Larceny-Non Vehicle,14
2014-09-12,Robbery,5
2014-09-13,Agg Assault,2
2014-09-13,Auto Theft,8
2014-09-13,Burglary,10
2014-09-13,Larceny-From Vehicle,29
2014-09-13,Larceny-Non Vehicle,17
2014-09-13,Robbery,12
2014-09-14,Agg Assault,6
2014-09-14,Auto Theft,11
2014-09-14,Burglary,16
2014-09-14,Larceny-From Vehicle,25
2014-09-14,Larceny-Non Vehicle,22
2014-09-14,Robbery,9
2014-09-15,Agg Assault,4
2014-09-15,Auto Theft,10
2014-09-15,Burglary,18
2014-09-15,Larceny-From Vehicle,22
2014-09-15,Larceny-Non Vehicle,27
2014-09-15,Robbery,5
2014-09-16,Agg Assault,12
2014-09-16,Auto Theft,8
2014-09-16,Burglary,20
2014-09-16,Homicide,1
2014-09-16,Larceny-From Vehicle,31
2014-09-16,Larceny-Non Vehicle,19
2014-09-16,Robbery,12
2014-09-17,Agg Assault,6
2014-09-17,Auto Theft,4
2014-09-17,Burglary,19
2014-09-17,Larceny-From Vehicle,12
2014-09-17,Larceny-Non Vehicle,24
2014-09-17,Robbery,3
2014-09-18,Agg Assault,6
2014-09-18,Auto Theft,9
2014-09-18,Burglary,19
2014-09-18,Larceny-From Vehicle,18
2014-09-18,Larceny-Non Vehicle,18
2014-09-18,Robbery,2
2014-09-19,Agg Assault,6
2014-09-19,Auto Theft,16
2014-09-19,Burglary,13
2014-09-19,Larceny-From Vehicle,16
2014-09-19,Larceny-Non Vehicle,21
2014-09-19,Robbery,8
2014-09-20,Agg Assault,6
2014-09-20,Auto Theft,17
2014-09-20,Burglary,17
2014-09-20,Homicide,1
2014-09-20,Larceny-From Vehicle,39
2014-09-20,Larceny-Non Vehicle,23
2014-09-20,Robbery,10
2014-09-21,Agg Assault,8
2014-09-21,Auto Theft,14
2014-09-21,Burglary,22
2014-09-21,Larceny-From Vehicle,34
2014-09-21,Larceny-Non Vehicle,13
2014-09-21,Robbery,9
2014-09-22,Agg Assault,8
2014-09-22,Auto Theft,14
2014-09-22,Burglary,21
2014-09-22,Homicide,2
2014-09-22,Larceny-From Vehicle,25
2014-09-22,Larceny-Non Vehicle,33
2014-09-22,Robbery,12
2014-09-23,Agg Assault,8
2014-09-23,Auto Theft,7
2014-09-23,Burglary,17
2014-09-23,Larceny-From Vehicle,13
2014-09-23,Larceny-Non Vehicle,24
2014-09-23,Robbery,11
2014-09-24,Agg Assault,7
2014-09-24,Auto Theft,14
2014-09-24,Burglary,16
2014-09-24,Homicide,2
2014-09-24,Larceny-From Vehicle,19
2014-09-24,Larceny-Non Vehicle,23
2014-09-24,Robbery,7
2014-09-25,Agg Assault,10
2014-09-25,Auto Theft,11
2014-09-25,Burglary,18
2014-09-25,Larceny-From Vehicle,22
2014-09-25,Larceny-Non Vehicle,13
2014-09-25,Robbery,14
2014-09-26,Agg Assault,4
2014-09-26,Auto Theft,12
2014-09-26,Burglary,16
2014-09-26,Larceny-From Vehicle,27
2014-09-26,Larceny-Non Vehicle,20
2014-09-26,Robbery,6
2014-09-27,Agg Assault,4
2014-09-27,Auto Theft,13
2014-09-27,Burglary,9
2014-09-27,Larceny-From Vehicle,29
2014-09-27,Larceny-Non Vehicle,20
2014-09-27,Robbery,8
2014-09-28,Agg Assault,13
2014-09-28,Auto Theft,19
2014-09-28,Burglary,17
2014-09-28,Larceny-From Vehicle,26
2014-09-28,Larceny-Non Vehicle,16
2014-09-28,Robbery,7
2014-09-29,Agg Assault,10
2014-09-29,Auto Theft,8
2014-09-29,Burglary,27
2014-09-29,Larceny-From Vehicle,20
2014-09-29,Larceny-Non Vehicle,18
2014-09-29,Robbery,8
2014-09-30,Agg Assault,9
2014-09-30,Auto Theft,8
2014-09-30,Burglary,17
2014-09-30,Larceny-From Vehicle,20
2014-09-30,Larceny-Non Vehicle,19
2014-09-30,Robbery,6
2014-10-01,Agg Assault,9
2014-10-01,Auto Theft,14
2014-10-01,Burglary,20
2014-10-01,Larceny-From Vehicle,15
2014-10-01,Larceny-Non Vehicle,20
2014-10-01,Robbery,6
2014-10-02,Agg Assault,6
2014-10-02,Auto Theft,13
2014-10-02,Burglary,15
2014-10-02,Larceny-From Vehicle,24
2014-10-02,Larceny-Non Vehicle,17
2014-10-02,Robbery,6
2014-10-03,Agg Assault,4
2014-10-03,Auto Theft,11
2014-10-03,Burglary,14
2014-10-03,Larceny-From Vehicle,27
2014-10-03,Larceny-Non Vehicle,26
2014-10-03,Robbery,6
2014-10-04,Agg Assault,4
2014-10-04,Auto Theft,8
2014-10-04,Burglary,13
2014-10-04,Larceny-From Vehicle,35
2014-10-04,Larceny-Non Vehicle,16
2014-10-04,Robbery,4
2014-10-05,Agg Assault,6
2014-10-05,Auto Theft,9
2014-10-05,Burglary,12
2014-10-05,Larceny-From Vehicle,17
2014-10-05,Larceny-Non Vehicle,14
2014-10-05,Robbery,8
2014-10-06,Agg Assault,7
2014-10-06,Auto Theft,12
2014-10-06,Burglary,17
2014-10-06,Larceny-From Vehicle,20
2014-10-06,Larceny-Non Vehicle,25
2014-10-06,Robbery,8
2014-10-07,Agg Assault,1
2014-10-07,Auto Theft,12
2014-10-07,Burglary,20
2014-10-07,Larceny-From Vehicle,21
2014-10-07,Larceny-Non Vehicle,27
2014-10-07,Robbery,9
2014-10-08,Agg Assault,6
2014-10-08,Auto Theft,9
2014-10-08,Burglary,11
2014-10-08,Homicide,1
2014-10-08,Larceny-From Vehicle,34
2014-10-08,Larceny-Non Vehicle,21
2014-10-08,Robbery,8
2014-10-09,Agg Assault,6
2014-10-09,Auto Theft,7
2014-10-09,Burglary,14
2014-10-09,Homicide,2
2014-10-09,Larceny-From Vehicle,32
2014-10-09,Larceny-Non Vehicle,23
2014-10-09,Robbery,7
2014-10-10,Agg Assault,5
2014-10-10,Auto Theft,15
2014-10-10,Burglary,11
2014-10-10,Homicide,1
2014-10-10,Larceny-From Vehicle,28
2014-10-10,Larceny-Non Vehicle,30
2014-10-10,Robbery,9
2014-10-11,Agg Assault,9
2014-10-11,Auto Theft,24
2014-10-11,Burglary,10
2014-10-11,Larceny-From Vehicle,27
2014-10-11,Larceny-Non Vehicle,20
2014-10-11,Robbery,6
2014-10-12,Agg Assault,9
2014-10-12,Auto Theft,11
2014-10-12,Burglary,21
2014-10-12,Homicide,1
2014-10-12,Larceny-From Vehicle,28
2014-10-12,Larceny-Non Vehicle,19
2014-10-12,Robbery,9
2014-10-13,Agg Assault,9
2014-10-13,Auto Theft,15
2014-10-13,Burglary,27
2014-10-13,Larceny-From Vehicle,32
2014-10-13,Larceny-Non Vehicle,21
2014-10-13,Robbery,12
2014-10-14,Agg Assault,4
2014-10-14,Auto Theft,9
2014-10-14,Burglary,19
2014-10-14,Larceny-From Vehicle,26
2014-10-14,Larceny-Non Vehicle,19
2014-10-14,Robbery,4
2014-10-15,Agg Assault,3
2014-10-15,Auto Theft,9
2014-10-15,Burglary,14
2014-10-15,Larceny-From Vehicle,31
2014-10-15,Larceny-Non Vehicle,34
2014-10-15,Robbery,3
2014-10-16,Agg Assault,5
2014-10-16,Auto Theft,9
2014-10-16,Burglary,17
2014-10-16,Homicide,1
2014-10-16,Larceny-From Vehicle,24
2014-10-16,Larceny-Non Vehicle,27
2014-10-16,Robbery,4
2014-10-17,Agg Assault,2
2014-10-17,Auto Theft,10
2014-10-17,Burglary,22
2014-10-17,Larceny-From Vehicle,19
2014-10-17,Larceny-Non Vehicle,7
2014-10-17,Robbery,9
2014-10-18,Agg Assault,5
2014-10-18,Auto Theft,10
2014-10-18,Burglary,14
2014-10-18,Homicide,1
2014-10-18,Larceny-From Vehicle,29
2014-10-18,Larceny-Non Vehicle,18
2014-10-18,Robbery,3
2014-10-19,Agg Assault,3
2014-10-19,Auto Theft,9
2014-10-19,Burglary,11
2014-10-19,Larceny-From Vehicle,32
2014-10-19,Larceny-Non Vehicle,14
2014-10-19,Robbery,11
2014-10-20,Agg Assault,4
2014-10-20,Auto Theft,15
2014-10-20,Burglary,21
2014-10-20,Homicide,1
2014-10-20,Larceny-From Vehicle,28
2014-10-20,Larceny-Non Vehicle,22
2014-10-20,Robbery,10
2014-10-21,Agg Assault,5
2014-10-21,Auto Theft,6
2014-10-21,Burglary,16
2014-10-21,Larceny-From Vehicle,32
2014-10-21,Larceny-Non Vehicle,24
2014-10-21,Robbery,10
2014-10-22,Agg Assault,5
2014-10-22,Auto Theft,14
2014-10-22,Burglary,13
2014-10-22,Larceny-From Vehicle,18
2014-10-22,Larceny-Non Vehicle,23
2014-10-22,Robbery,5
2014-10-23,Agg Assault,3
2014-10-23,Auto Theft,9
2014-10-23,Burglary,14
2014-10-23,Larceny-From Vehicle,22
2014-10-23,Larceny-Non Vehicle,24
2014-10-23,Robbery,8
2014-10-24,Agg Assault,4
2014-10-24,Auto Theft,7
2014-10-24,Burglary,12
2014-10-24,Larceny-From Vehicle,39
2014-10-24,Larceny-Non Vehicle,30
2014-10-24,Robbery,6
2014-10-25,Agg Assault,9
2014-10-25,Auto Theft,10
2014-10-25,Burglary,15
2014-10-25,Larceny-From Vehicle,25
2014-10-25,Larceny-Non Vehicle,14
2014-10-25,Robbery,8
2014-10-26,Agg Assault,8
2014-10-26,Auto Theft,11
2014-10-26,Burglary,11
2014-10-26,Larceny-From Vehicle,24
2014-10-26,Larceny-Non Vehicle,13
2014-10-26,Robbery,5
2014-10-27,Agg Assault,5
2014-10-27,Auto Theft,15
2014-10-27,Burglary,15
2014-10-27,Larceny-From Vehicle,35
2014-10-27,Larceny-Non Vehicle,29
2014-10-27,Robbery,5
2014-10-28,Agg Assault,5
2014-10-28,Auto Theft,10
2014-10-28,Burglary,22
2014-10-28,Larceny-From Vehicle,23
2014-10-28,Larceny-Non Vehicle,21
2014-10-28,Robbery,9
2014-10-29,Agg Assault,8
2014-10-29,Auto Theft,14
2014-10-29,Burglary,15
2014-10-29,Larceny-From Vehicle,28
2014-10-29,Larceny-Non Vehicle,23
2014-10-29,Robbery,8
2014-10-30,Agg Assault,1
2014-10-30,Auto Theft,7
2014-10-30,Burglary,12
2014-10-30,Larceny-From Vehicle,28
2014-10-30,Larceny-Non Vehicle,20
2014-10-30,Robbery,6
2014-10-31,Agg Assault,6
2014-10-31,Auto Theft,9
2014-10-31,Burglary,12
2014-10-31,Larceny-From Vehicle,27
2014-10-31,Larceny-Non Vehicle,17
2014-10-31,Robbery,9
2014-11-01,Agg Assault,5
2014-11-01,Auto Theft,28
2014-11-01,Burglary,11
2014-11-01,Larceny-From Vehicle,41
2014-11-01,Larceny-Non Vehicle,22
2014-11-01,Robbery,5
2014-11-02,Agg Assault,7
2014-11-02,Auto Theft,7
2014-11-02,Burglary,11
2014-11-02,Larceny-From Vehicle,37
2014-11-02,Larceny-Non Vehicle,16
2014-11-02,Robbery,6
2014-11-03,Agg Assault,5
2014-11-03,Auto Theft,17
2014-11-03,Burglary,15
2014-11-03,Larceny-From Vehicle,30
2014-11-03,Larceny-Non Vehicle,19
2014-11-03,Robbery,14
2014-11-04,Agg Assault,2
2014-11-04,Auto Theft,6
2014-11-04,Burglary,21
2014-11-04,Larceny-From Vehicle,29
2014-11-04,Larceny-Non Vehicle,25
2014-11-04,Robbery,13
2014-11-05,Agg Assault,9
2014-11-05,Auto Theft,13
2014-11-05,Burglary,16
2014-11-05,Larceny-From Vehicle,26
2014-11-05,Larceny-Non Vehicle,31
2014-11-05,Robbery,4
2014-11-06,Agg Assault,2
2014-11-06,Auto Theft,15
2014-11-06,Burglary,16
2014-11-06,Larceny-From Vehicle,21
2014-11-06,Larceny-Non Vehicle,30
2014-11-06,Robbery,11
2014-11-07,Agg Assault,5
2014-11-07,Auto Theft,11
2014-11-07,Burglary,20
2014-11-07,Larceny-From Vehicle,30
2014-11-07,Larceny-Non Vehicle,22
2014-11-07,Robbery,7
2014-11-08,Agg Assault,6
2014-11-08,Auto Theft,19
2014-11-08,Burglary,20
2014-11-08,Larceny-From Vehicle,45
2014-11-08,Larceny-Non Vehicle,22
2014-11-08,Robbery,15
2014-11-09,Agg Assault,8
2014-11-09,Auto Theft,14
2014-11-09,Burglary,17
2014-11-09,Larceny-From Vehicle,29
2014-11-09,Larceny-Non Vehicle,13
2014-11-09,Robbery,11
2014-11-10,Agg Assault,3
2014-11-10,Auto Theft,12
2014-11-10,Burglary,18
2014-11-10,Larceny-From Vehicle,31
2014-11-10,Larceny-Non Vehicle,32
2014-11-10,Robbery,4
2014-11-11,Agg Assault,6
2014-11-11,Auto Theft,10
2014-11-11,Burglary,14
2014-11-11,Larceny-From Vehicle,25
2014-11-11,Larceny-Non Vehicle,14
2014-11-11,Robbery,7
2014-11-12,Agg Assault,3
2014-11-12,Auto Theft,19
2014-11-12,Burglary,27
2014-11-12,Larceny-From Vehicle,22
2014-11-12,Larceny-Non Vehicle,31
2014-11-12,Robbery,5
2014-11-13,Agg Assault,5
2014-11-13,Auto Theft,13
2014-11-13,Burglary,15
2014-11-13,Larceny-From Vehicle,41
2014-11-13,Larceny-Non Vehicle,23
2014-11-13,Robbery,6
2014-11-14,Agg Assault,4
2014-11-14,Auto Theft,15
2014-11-14,Burglary,12
2014-11-14,Larceny-From Vehicle,20
2014-11-14,Larceny-Non Vehicle,18
2014-11-14,Robbery,6
2014-11-15,Agg Assault,4
2014-11-15,Auto Theft,18
2014-11-15,Burglary,16
2014-11-15,Homicide,2
2014-11-15,Larceny-From Vehicle,36
2014-11-15,Larceny-Non Vehicle,19
2014-11-15,Robbery,5
2014-11-16,Agg Assault,3
2014-11-16,Auto Theft,18
2014-11-16,Burglary,8
2014-11-16,Homicide,1
2014-11-16,Larceny-From Vehicle,35
2014-11-16,Larceny-Non Vehicle,19
2014-11-16,Robbery,2
2014-11-17,Agg Assault,2
2014-11-17,Auto Theft,18
2014-11-17,Burglary,13
2014-11-17,Larceny-From Vehicle,26
2014-11-17,Larceny-Non Vehicle,24
2014-11-17,Robbery,7
2014-11-18,Agg Assault,2
2014-11-18,Auto Theft,12
2014-11-18,Burglary,17
2014-11-18,Larceny-From Vehicle,45
2014-11-18,Larceny-Non Vehicle,23
2014-11-18,Robbery,5
2014-11-19,Agg Assault,6
2014-11-19,Auto Theft,11
2014-11-19,Burglary,21
2014-11-19,Larceny-From Vehicle,22
2014-11-19,Larceny-Non Vehicle,23
2014-11-19,Robbery,7
2014-11-20,Agg Assault,4
2014-11-20,Auto Theft,14
2014-11-20,Burglary,13
2014-11-20,Homicide,1
2014-11-20,Larceny-From Vehicle,25
2014-11-20,Larceny-Non Vehicle,23
2014-11-20,Robbery,13
2014-11-21,Agg Assault,7
2014-11-21,Auto Theft,14
2014-11-21,Burglary,15
2014-11-21,Larceny-From Vehicle,31
2014-11-21,Larceny-Non Vehicle,18
2014-11-21,Robbery,1
2014-11-22,Agg Assault,7
2014-11-22,Auto Theft,11
2014-11-22,Burglary,21
2014-11-22,Homicide,1
2014-11-22,Larceny-From Vehicle,38
2014-11-22,Larceny-Non Vehicle,20
2014-11-22,Robbery,6
2014-11-23,Agg Assault,9
2014-11-23,Auto Theft,11
2014-11-23,Burglary,10
2014-11-23,Homicide,2
2014-11-23,Larceny-From Vehicle,35
2014-11-23,Larceny-Non Vehicle,15
2014-11-23,Robbery,6
2014-11-24,Agg Assault,6
2014-11-24,Auto Theft,13
2014-11-24,Burglary,22
2014-11-24,Larceny-From Vehicle,31
2014-11-24,Larceny-Non Vehicle,29
2014-11-24,Robbery,8
2014-11-25,Agg Assault,9
2014-11-25,Auto Theft,15
2014-11-25,Burglary,13
2014-11-25,Homicide,1
2014-11-25,Larceny-From Vehicle,36
2014-11-25,Larceny-Non Vehicle,23
2014-11-25,Robbery,6
2014-11-26,Agg Assault,11
2014-11-26,Auto Theft,10
2014-11-26,Burglary,18
2014-11-26,Homicide,1
2014-11-26,Larceny-From Vehicle,23
2014-11-26,Larceny-Non Vehicle,18
2014-11-26,Robbery,8
2014-11-27,Agg Assault,4
2014-11-27,Auto Theft,13
2014-11-27,Burglary,13
2014-11-27,Larceny-From Vehicle,8
2014-11-27,Larceny-Non Vehicle,7
2014-11-27,Robbery,3
2014-11-28,Agg Assault,8
2014-11-28,Auto Theft,7
2014-11-28,Burglary,26
2014-11-28,Larceny-From Vehicle,28
2014-11-28,Larceny-Non Vehicle,17
2014-11-28,Robbery,4
2014-11-29,Agg Assault,3
2014-11-29,Auto Theft,12
2014-11-29,Burglary,14
2014-11-29,Homicide,1
2014-11-29,Larceny-From Vehicle,21
2014-11-29,Larceny-Non Vehicle,15
2014-11-29,Robbery,8
2014-11-30,Agg Assault,10
2014-11-30,Auto Theft,15
2014-11-30,Burglary,16
2014-11-30,Larceny-From Vehicle,34
2014-11-30,Larceny-Non Vehicle,8
2014-11-30,Robbery,7
2014-12-01,Agg Assault,7
2014-12-01,Auto Theft,6
2014-12-01,Burglary,16
2014-12-01,Larceny-From Vehicle,38
2014-12-01,Larceny-Non Vehicle,23
2014-12-01,Robbery,8
2014-12-02,Agg Assault,7
2014-12-02,Auto Theft,6
2014-12-02,Burglary,32
2014-12-02,Larceny-From Vehicle,31
2014-12-02,Larceny-Non Vehicle,26
2014-12-02,Robbery,1
2014-12-03,Agg Assault,8
2014-12-03,Auto Theft,9
2014-12-03,Burglary,20
2014-12-03,Larceny-From Vehicle,32
2014-12-03,Larceny-Non Vehicle,27
2014-12-03,Robbery,7
2014-12-04,Agg Assault,3
2014-12-04,Auto Theft,6
2014-12-04,Burglary,16
2014-12-04,Homicide,1
2014-12-04,Larceny-From Vehicle,28
2014-12-04,Larceny-Non Vehicle,21
2014-12-04,Robbery,12
2014-12-05,Agg Assault,3
2014-12-05,Auto Theft,8
2014-12-05,Burglary,17
2014-12-05,Larceny-From Vehicle,39
2014-12-05,Larceny-Non Vehicle,26
2014-12-05,Robbery,8
2014-12-06,Agg Assault,12
2014-12-06,Auto Theft,22
2014-12-06,Burglary,17
2014-12-06,Larceny-From Vehicle,34
2014-12-06,Larceny-Non Vehicle,20
2014-12-06,Robbery,12
2014-12-07,Agg Assault,4
2014-12-07,Auto Theft,12
2014-12-07,Burglary,12
2014-12-07,Larceny-From Vehicle,31
2014-12-07,Larceny-Non Vehicle,11
2014-12-07,Robbery,8
2014-12-08,Agg Assault,3
2014-12-08,Auto Theft,12
2014-12-08,Burglary,22
2014-12-08,Larceny-From Vehicle,32
2014-12-08,Larceny-Non Vehicle,23
2014-12-08,Robbery,5
2014-12-09,Auto Theft,8
2014-12-09,Burglary,17
2014-12-09,Larceny-From Vehicle,31
2014-12-09,Larceny-Non Vehicle,20
2014-12-09,Robbery,8
2014-12-10,Agg Assault,5
2014-12-10,Auto Theft,11
2014-12-10,Burglary,17
2014-12-10,Larceny-From Vehicle,25
2014-12-10,Larceny-Non Vehicle,28
2014-12-10,Robbery,11
2014-12-11,Agg Assault,8
2014-12-11,Auto Theft,14
2014-12-11,Burglary,16
2014-12-11,Larceny-From Vehicle,36
2014-12-11,Larceny-Non Vehicle,26
2014-12-11,Robbery,2
2014-12-12,Agg Assault,4
2014-12-12,Auto Theft,14
2014-12-12,Burglary,16
2014-12-12,Larceny-From Vehicle,37
2014-12-12,Larceny-Non Vehicle,28
2014-12-12,Robbery,11
2014-12-13,Agg Assault,7
2014-12-13,Auto Theft,25
2014-12-13,Burglary,13
2014-12-13,Larceny-From Vehicle,41
2014-12-13,Larceny-Non Vehicle,17
2014-12-13,Robbery,8
2014-12-14,Agg Assault,2
2014-12-14,Auto Theft,14
2014-12-14,Burglary,11
2014-12-14,Homicide,1
2014-12-14,Larceny-From Vehicle,32
2014-12-14,Larceny-Non Vehicle,17
2014-12-14,Robbery,5
2014-12-15,Agg Assault,7
2014-12-15,Auto Theft,15
2014-12-15,Burglary,21
2014-12-15,Homicide,1
2014-12-15,Larceny-From Vehicle,44
2014-12-15,Larceny-Non Vehicle,27
2014-12-15,Robbery,1
2014-12-16,Agg Assault,8
2014-12-16,Auto Theft,19
2014-12-16,Burglary,29
2014-12-16,Larceny-From Vehicle,39
2014-12-16,Larceny-Non Vehicle,32
2014-12-16,Robbery,8
2014-12-17,Agg Assault,7
2014-12-17,Auto Theft,10
2014-12-17,Burglary,24
2014-12-17,Larceny-From Vehicle,38
2014-12-17,Larceny-Non Vehicle,15
2014-12-17,Robbery,5
2014-12-18,Agg Assault,6
2014-12-18,Auto Theft,9
2014-12-18,Burglary,17
2014-12-18,Larceny-From Vehicle,23
2014-12-18,Larceny-Non Vehicle,30
2014-12-18,Robbery,3
2014-12-19,Agg Assault,7
2014-12-19,Auto Theft,10
2014-12-19,Burglary,15
2014-12-19,Larceny-From Vehicle,32
2014-12-19,Larceny-Non Vehicle,21
2014-12-19,Robbery,6
2014-12-20,Agg Assault,6
2014-12-20,Auto Theft,16
2014-12-20,Burglary,21
2014-12-20,Larceny-From Vehicle,29
2014-12-20,Larceny-Non Vehicle,17
2014-12-20,Robbery,1
2014-12-21,Agg Assault,10
2014-12-21,Auto Theft,14
2014-12-21,Burglary,10
2014-12-21,Larceny-From Vehicle,34
2014-12-21,Larceny-Non Vehicle,17
2014-12-21,Robbery,6
2014-12-22,Agg Assault,2
2014-12-22,Auto Theft,15
2014-12-22,Burglary,22
2014-12-22,Larceny-From Vehicle,31
2014-12-22,Larceny-Non Vehicle,34
2014-12-22,Robbery,4
2014-12-23,Agg Assault,8
2014-12-23,Auto Theft,8
2014-12-23,Burglary,16
2014-12-23,Larceny-From Vehicle,27
2014-12-23,Larceny-Non Vehicle,19
2014-12-23,Robbery,11
2014-12-24,Agg Assault,2
2014-12-24,Auto Theft,9
2014-12-24,Burglary,25
2014-12-24,Larceny-From Vehicle,29
2014-12-24,Larceny-Non Vehicle,18
2014-12-24,Robbery,5
2014-12-25,Agg Assault,6
2014-12-25,Auto Theft,5
2014-12-25,Burglary,4
2014-12-25,Homicide,1
2014-12-25,Larceny-From Vehicle,17
2014-12-25,Larceny-Non Vehicle,10
2014-12-25,Robbery,2
2014-12-26,Agg Assault,6
2014-12-26,Auto Theft,6
2014-12-26,Burglary,13
2014-12-26,Larceny-From Vehicle,30
2014-12-26,Larceny-Non Vehicle,22
2014-12-26,Robbery,4
2014-12-27,Agg Assault,6
2014-12-27,Auto Theft,5
2014-12-27,Burglary,16
2014-12-27,Larceny-From Vehicle,38
2014-12-27,Larceny-Non Vehicle,18
2014-12-27,Robbery,4
2014-12-28,Agg Assault,4
2014-12-28,Auto Theft,16
2014-12-28,Burglary,23
2014-12-28,Larceny-From Vehicle,35
2014-12-28,Larceny-Non Vehicle,12
2014-12-28,Robbery,8
2014-12-29,Agg Assault,7
2014-12-29,Auto Theft,14
2014-12-29,Burglary,18
2014-12-29,Larceny-From Vehicle,29
2014-12-29,Larceny-Non Vehicle,25
2014-12-29,Robbery,6
2014-12-30,Agg Assault,5
2014-12-30,Auto Theft,17
2014-12-30,Burglary,14
2014-12-30,Larceny-From Vehicle,28
2014-12-30,Larceny-Non Vehicle,25
2014-12-30,Robbery,6
2014-12-31,Agg Assault,10
2014-12-31,Auto Theft,12
2014-12-31,Burglary,12
2014-12-31,Larceny-From Vehicle,37
2014-12-31,Larceny-Non Vehicle,20
2014-12-31,Robbery,6
2015-01-01,Agg Assault,7
2015-01-01,Auto Theft,11
2015-01-01,Burglary,4
2015-01-01,Larceny-From Vehicle,21
2015-01-01,Larceny-Non Vehicle,14
2015-01-01,Robbery,8
2015-01-02,Agg Assault,6
2015-01-02,Auto Theft,15
2015-01-02,Burglary,12
2015-01-02,Larceny-From Vehicle,39
2015-01-02,Larceny-Non Vehicle,20
2015-01-02,Robbery,5
2015-01-03,Agg Assault,6
2015-01-03,Auto Theft,4
2015-01-03,Burglary,8
2015-01-03,Larceny-From Vehicle,38
2015-01-03,Larceny-Non Vehicle,9
2015-01-03,Robbery,6
2015-01-04,Agg Assault,3
2015-01-04,Auto Theft,7
2015-01-04,Burglary,10
2015-01-04,Larceny-From Vehicle,37
2015-01-04,Larceny-Non Vehicle,10
2015-01-04,Robbery,8
2015-01-05,Agg Assault,5
2015-01-05,Auto Theft,18
2015-01-05,Burglary,20
2015-01-05,Larceny-From Vehicle,40
2015-01-05,Larceny-Non Vehicle,22
2015-01-05,Robbery,4
2015-01-06,Agg Assault,3
2015-01-06,Auto Theft,13
2015-01-06,Burglary,17
2015-01-06,Larceny-From Vehicle,23
2015-01-06,Larceny-Non Vehicle,19
2015-01-06,Robbery,5
2015-01-07,Agg Assault,7
2015-01-07,Auto Theft,9
2015-01-07,Burglary,11
2015-01-07,Larceny-From Vehicle,26
2015-01-07,Larceny-Non Vehicle,15
2015-01-07,Robbery,5
2015-01-08,Agg Assault,6
2015-01-08,Auto Theft,7
2015-01-08,Burglary,12
2015-01-08,Larceny-From Vehicle,20
2015-01-08,Larceny-Non Vehicle,15
2015-01-08,Robbery,2
2015-01-09,Agg Assault,7
2015-01-09,Auto Theft,6
2015-01-09,Burglary,15
2015-01-09,Larceny-From Vehicle,28
2015-01-09,Larceny-Non Vehicle,21
2015-01-09,Robbery,4
2015-01-10,Agg Assault,4
2015-01-10,Auto Theft,16
2015-01-10,Burglary,8
2015-01-10,Homicide,1
2015-01-10,Larceny-From Vehicle,23
2015-01-10,Larceny-Non Vehicle,12
2015-01-10,Robbery,4
2015-01-11,Agg Assault,8
2015-01-11,Auto Theft,10
2015-01-11,Burglary,9
2015-01-11,Larceny-From Vehicle,27
2015-01-11,Larceny-Non Vehicle,15
2015-01-11,Robbery,8
2015-01-12,Agg Assault,3
2015-01-12,Auto Theft,15
2015-01-12,Burglary,18
2015-01-12,Larceny-From Vehicle,35
2015-01-12,Larceny-Non Vehicle,21
2015-01-12,Robbery,3
2015-01-13,Agg Assault,1
2015-01-13,Auto Theft,10
2015-01-13,Burglary,29
2015-01-13,Larceny-From Vehicle,18
2015-01-13,Larceny-Non Vehicle,23
2015-01-13,Robbery,8
2015-01-14,Agg Assault,5
2015-01-14,Auto Theft,14
2015-01-14,Burglary,10
2015-01-14,Larceny-From Vehicle,16
2015-01-14,Larceny-Non Vehicle,20
2015-01-14,Robbery,9
2015-01-15,Agg Assault,3
2015-01-15,Auto Theft,13
2015-01-15,Burglary,17
2015-01-15,Homicide,1
2015-01-15,Larceny-From Vehicle,27
2015-01-15,Larceny-Non Vehicle,29
2015-01-15,Robbery,7
